OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"5497","21900653",HAILSHAM AVENUE,LB - Lambeth,L1 - Streatham Hill,,C0993-05,SL - Street Lighting,Adjacent/near,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530837.932499999995343,172471.923100000014529,0
"5498","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-01,SL - Street Lighting,Junction with wolfington road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531654.437200000043958,171932.883200000011129,0
"5499","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-02,SL - Street Lighting,Outside 3,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531638.266199999954551,171956.894599999999627,0
"5500","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-03,SL - Street Lighting,Outside 20,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531627.812299999990501,171985.316300000005867,6
"5501","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-04,SL - Street Lighting,Outside 23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531604.127499999944121,172006.714299999963259,0
"5502","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-05,SL - Street Lighting,Outside 33,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531587.303199999965727,172031.542400000005728,0
"5503","21900654",HAINTHORPE ROAD,LB - Lambeth,L1 - Knight's Hill,,C0654-06,SL - Street Lighting,Outside 33,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531575.869100000010803,172060.454200000007404,0
"5504","21902216",HALE PATH,LB - Lambeth,L1 - Knight's Hill,,C2216-01,SL - Street Lighting,Junction with thornlaw rd,1 - Good,(ST1) Standard Tubular Steel,"5",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531545.776900000055321,171610.148199999995995,0
"5505","21902216",HALE PATH,LB - Lambeth,L1 - Knight's Hill,,C2216-02,SL - Street Lighting,Junction with thornlaw rd,1 - Good,(ST1) Standard Tubular Steel,"5",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531563.667200000025332,171591.883200000011129,0
"5506","21902216",HALE PATH,LB - Lambeth,L1 - Knight's Hill,,C2216-03,SL - Street Lighting,Side of 106 casewick rd,1 - Good,(ST1) Standard Tubular Steel,"5",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531578.372899999958463,171572.775200000003679,0
"5507","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-01,SL - Street Lighting,Adjacent/near milkwood road,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532039.494900000048801,174351.949900000006892,0
"5508","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-02,SL - Street Lighting,Junction with railton rd,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532005.712900000042282,174321.002999999996973,0
"5509","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL1A,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532022.233400000026450,174350.083400000003166,0
"5510","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL2B,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532021.585300000035204,174345.114700000005541,0
"5511","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL3C,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532019.533000000054017,174338.633899999986170,0
"5512","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL4D,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532016.400600000051782,174331.612900000007357,0
"5513","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL5E,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532035.951200000010431,174341.658300000010058,0
"5514","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL6F,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532033.250899999984540,174334.853399999992689,0
"5515","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL7G,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532030.550500000012107,174327.292400000005728,0
"5516","21903424",HALF MOON LANE,LB - Lambeth,L1 - Herne Hill,,C1036-WL8H,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",532027.526100000017323,174319.515299999999115,0
"5517","21900655",HALLIWELL ROAD,LB - Lambeth,L1 - Brixton Hill,,C0655-01,SL - Street Lighting,Side of 18 bleihem gds,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530594.915099999983795,174449.361899999988964,0
"5518","21900655",HALLIWELL ROAD,LB - Lambeth,L1 - Brixton Hill,,C0655-02,SL - Street Lighting,Outside 4,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530595.432999999960884,174469.388600000034785,0
"5519","21900655",HALLIWELL ROAD,LB - Lambeth,L1 - Brixton Hill,,C0655-03,SL - Street Lighting,Outside 7,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530587.405099999974482,174491.141600000002654,0
"5520","21900655",HALLIWELL ROAD,LB - Lambeth,L1 - Brixton Hill,,C0655-04,SL - Street Lighting,Junction with st saviour road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530600.612399999983609,174510.823000000003958,0
"5521","21900656",HALSMERE ROAD,LB - Lambeth,L1 - Vassall,,C0656-01,SL - Street Lighting,Outside henry w. hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531851.269599999999627,176840.681600000010803,0
"5522","21900656",HALSMERE ROAD,LB - Lambeth,L1 - Vassall,,C0656-02,SL - Street Lighting,Outside 9,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531884.877499999944121,176847.207400000042981,0
"5523","21900656",HALSMERE ROAD,LB - Lambeth,L1 - Vassall,,C0656-03,SL - Street Lighting,Outside 13,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531906.871599999954924,176865.064199999993434,0
"5524","21900656",HALSMERE ROAD,LB - Lambeth,L1 - Vassall,,C0656-04,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531933.408799999975599,176872.875300000014249,0
"5525","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-01,SL - Street Lighting,Junction with narbonne ave,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529159.995899999979883,174592.799900000012713,0
"5526","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-02,SL - Street Lighting,Outside 6,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529187.439000000013039,174605.272599999996601,0
"5527","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-03,SL - Street Lighting,Outside 15,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529198.192000000039116,174625.698899999988498,0
"5528","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-04,SL - Street Lighting,Outside 21,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529213.168999999994412,174637.872299999988172,0
"5529","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-05,SL - Street Lighting,Outside 29,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529230.256599999964237,174653.265600000013364,0
"5530","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-06,SL - Street Lighting,Outside 41,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529253.476000000024214,174672.079100000002654,0
"5531","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-07,SL - Street Lighting,Outside 51,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529273.083100000047125,174656.074300000007497,0
"5532","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-08,SL - Street Lighting,Outside 38,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529288.971999999950640,174632.019599999999627,0
"5533","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-09,SL - Street Lighting,Outside 69,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529311.392499999958090,174623.561700000020210,0
"5534","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-10,SL - Street Lighting,Outside 77,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529328.988699999987148,174608.664300000004005,0
"5535","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-11,SL - Street Lighting,Outside 85,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529343.166899999952875,174593.063099999999395,0
"5536","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-12,SL - Street Lighting,Outside hall,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529350.110199999995530,174559.550799999997253,0
"5537","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-13,SL - Street Lighting,Outside hall,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529366.300000000046566,174539.420699999987846,0
"5538","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-14,SL - Street Lighting,Outside 99,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529394.853899999987334,174526.432999999989988,7
"5539","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-15,SL - Street Lighting,Outside 76,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529407.525499999988824,174503.284699999989243,0
"5540","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-16,SL - Street Lighting,Outside 86,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529428.138200000044890,174485.870800000004238,0
"5541","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-17,SL - Street Lighting,Outside 125,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529455.787200000020675,174473.285800000041490,0
"5542","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-18,SL - Street Lighting,Outside 98,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529454.079999999958090,174464.128599999996368,0
"5543","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-19,SL - Street Lighting,Outside 145,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529501.939600000041537,174433.727199999993900,0
"5544","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-20,SL - Street Lighting,Outside 155,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529518.532499999972060,174408.263500000000931,0
"5545","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-21,SL - Street Lighting,Side of 131 elms crescent,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529546.684099999954924,174396.181600000010803,0
"5546","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-22,SL - Street Lighting,Adjacent/near sub station,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529553.926499999943189,174375.550300000002608,0
"5547","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-23,SL - Street Lighting,Outside sub station,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529567.701899999985471,174363.672599999990780,0
"5548","21900657",HAMBALT ROAD,LB - Lambeth,L1 - Clapham Common,,C0657-24,SL - Street Lighting,Junction with rodenhurst road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529587.909600000013597,174360.649399999994785,0
"5549","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-01,SL - Street Lighting,Outside 5,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529735.115899999975227,170926.163800000009360,0
"5550","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-02,SL - Street Lighting,Outside 19,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529751.854599999962375,170955.298899999994319,0
"5551","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-03,SL - Street Lighting,Outside 44,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529777.277800000039861,170981.422400000010384,0
"5552","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-04,SL - Street Lighting,Outside 45,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529783.020699999993667,171006.005100000009406,0
"5553","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-05,SL - Street Lighting,Outside 53,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529803.611400000052527,171020.852799999993294,0
"5554","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-06,SL - Street Lighting,Outside 65,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529819.089400000055321,171042.844199999992270,0
"5555","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-07,SL - Street Lighting,Outside 77,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529837.929200000013225,171069.598100000002887,0
"5556","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-08,SL - Street Lighting,Opposite 89,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529850.815799999982119,171097.892699999996694,0
"5557","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-09,SL - Street Lighting,Opposite 101,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529879.390600000042468,171111.970000000001164,0
"5558","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-10,SL - Street Lighting,Outside 113,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529891.716999999945983,171134.591699999989942,0
"5559","21900658",HAMBRO ROAD,LB - Lambeth,L1 - St. Leonard's,,C0658-11,SL - Street Lighting,Outside 123,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529910.906899999943562,171151.610500000009779,0
"5560","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0361-FP1,FP - Pillar,Junction with hamilton rd,NULL,FEEDER PILLAR SMALL,,NULL,NULL,NULL,NULL,NULL,NULL,"0",532882.010200000018813,171712.020400000008522,0
"5561","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-01,SL - Street Lighting,Junction with carnac st,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532707.560700000030920,171985.466300000000047,0
"5562","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-02,SL - Street Lighting,Opposite charle stauton hse,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532706.588100000051782,171959.963699999992969,0
"5563","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-03,SL - Street Lighting,Outside 15,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532721.284499999950640,171937.594899999967311,0
"5564","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-04,SL - Street Lighting,Outside 23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532727.768200000049546,171915.658399999985704,0
"5565","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-05,SL - Street Lighting,Outside 33,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532734.035799999954179,171891.128399999986868,0
"5566","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-06,SL - Street Lighting,Outside 39,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532741.816200000001118,171866.166200000006938,0
"5567","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-07,SL - Street Lighting,Side of 45,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532747.435399999958463,171845.094099999987520,0
"5568","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-08,SL - Street Lighting,Outside 58,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532742.572700000018813,171830.289699999993900,0
"5569","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-09,SL - Street Lighting,Outside 57,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532757.377100000041537,171810.838599999988219,0
"5570","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-10,SL - Street Lighting,Outside 70,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532755.432000000029802,171785.984399999986636,0
"5571","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-12,SL - Street Lighting,Outside 86,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532767.859100000001490,171741.138799999986077,0
"5572","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-13,SL - Street Lighting,Outside 96,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532774.234700000029989,171718.121600000013132,0
"5573","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-14,SL - Street Lighting,Junction with hamilton rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532782.231299999984913,171697.698000000003958,0
"5574","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-15,SL - Street Lighting,Opposite 93,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532800.493699999991804,171687.864299999986542,0
"5575","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-16,SL - Street Lighting,Opposite 101,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532819.080300000030547,171690.673899999994319,0
"5576","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-17,SL - Street Lighting,Opposite 105,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532840.800799999968149,171695.320600000006380,0
"5577","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-18,SL - Street Lighting,Adjacent/near 109,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532866.951699999975972,171708.936400000005960,0
"5578","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-19,SL - Street Lighting,Junction with clive rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532891.589799999957904,171701.696200000005774,0
"5579","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-20,SL - Street Lighting,Outside 115,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532908.123200000030920,171716.716799999994691,0
"5580","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-21,SL - Street Lighting,Outside 123,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532929.411300000036135,171716.824900000035996,0
"5581","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-22,SL - Street Lighting,Outside 125,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532945.512499999953434,171711.746000000013737,0
"5582","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-23,SL - Street Lighting,Outside 133,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532961.937900000018999,171701.696200000005774,0
"5583","21900659",HAMILTON ROAD,LB - Lambeth,L1 - Gipsy Hill,,C0659-24,SL - Street Lighting,Outside 139,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",532981.280999999959022,171684.622499999997672,0
