OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"12464","21901988",TIMOTHY CLOSE,LB - Lambeth,L1 - Clapham Common,,C0517-04,SL - Street Lighting,Outside sub station,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529200.588400000007823,174806.186400000005960,0
"12465","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-01,SL - Street Lighting,Side of 47-57 patmos road,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531716.630200000014156,176921.963699999992969,0
"12466","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-02,SL - Street Lighting,Outside 37-39,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531744.702200000057928,176936.877000000007683,0
"12467","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-03,SL - Street Lighting,Outside 16-14,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531758.957500000018626,176962.317199999990407,14
"12468","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-04,SL - Street Lighting,Outside 10-8,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531775.186600000015460,176978.107699999993201,0
"12469","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-05,SL - Street Lighting,Adjacent/near 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531794.266700000036508,176996.091300000000047,0
"12470","21901385",TINDAL STREET,LB - Lambeth,L1 - Vassall,,C1385-06,SL - Street Lighting,Outside 1-25 dalkeith house,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531817.733099999953993,177005.521700000012061,0
"12471","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-01,SL - Street Lighting,Side of 120,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530426.951400000019930,175455.585699999995995,0
"12472","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-02,SL - Street Lighting,Side of 121,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530435.699499999987893,175416.863199999992503,0
"12473","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-03,SL - Street Lighting,Side of 122,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530434.750099999946542,175390.957800000003772,0
"12474","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-04,SL - Street Lighting,Outside 5,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530446.210899999947287,175384.108500000002095,0
"12475","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-05,SL - Street Lighting,Adjacent/near 2a,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530449.466000000014901,175358.474400000006426,22
"12476","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-06,SL - Street Lighting,Outside 27,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530468.182999999960884,175333.654100000014296,0
"12477","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-07,SL - Street Lighting,Outside 39,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530478.490899999975227,175307.206200000015087,0
"12478","21901576",TINTERN STREET,LB - Lambeth,L1 - Ferndale,,C1576-08,SL - Street Lighting,Opposite 26,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530481.678199999965727,175276.418100000009872,0
"12479","21901387",TINWORTH STREET,LB - Lambeth,L1 - Prince's,,1387-1,SL - Mounted Lighting,Adjacent/near,1 - Good,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,"1",530458.594900000025518,178429.479500000015832,0
